akiec,bcc,bkl,df,mel,nv,vasc,dx
0.00211463,0.002604259,0.1872678,0.34959784,0.008856627,0.4491566,0.000402215,nv
1.70E-05,0.01297884,0.001629497,0.000301866,0.002391217,0.9826466,3.50E-05,nv
0.006004807,0.020685943,0.8943895,0.001335915,0.002637628,0.074904345,4.18E-05,bkl
2.54E-07,2.13E-06,5.24E-05,1.08E-05,0.000232232,0.9997009,1.23E-06,nv
7.99E-05,0.002138094,0.060682025,0.001909374,0.002906175,0.9322648,1.96E-05,nv
0.000712928,0.000649816,0.84314185,0.014225861,0.003096669,0.13811807,5.48E-05,nv
0.000677489,0.001586454,0.6573258,0.046830717,0.002567012,0.2896733,0.001339208,nv
1.79E-06,5.31E-06,0.000436708,0.000235497,0.000134585,0.9991722,1.39E-05,nv
0.00019181,1.97E-05,0.20166181,0.000483859,0.055659335,0.7419302,5.32E-05,nv
0.002564282,0.001389918,0.31443158,0.024388952,0.015338194,0.6418264,6.08E-05,nv
6.06E-07,0.000495302,0.000204694,0.000200951,0.000354374,0.99871063,3.35E-05,nv
8.78E-05,1.99E-05,0.8459859,0.001251203,0.000872504,0.15177892,3.88E-06,nv
0.001673078,0.01255152,0.21387143,0.001566457,0.14584187,0.624402,9.36E-05,bkl
0.001356513,0.023356745,0.1196721,0.029905066,0.002569989,0.822959,0.000180515,nv
2.11E-06,5.36E-05,0.000142291,0.001236872,0.001229543,0.9973303,5.37E-06,nv
3.77E-05,0.000941876,0.099884845,0.000425333,0.052005697,0.84668237,2.21E-05,nv
0.017501177,0.016710162,0.8056813,0.004717917,0.000360932,0.15490673,0.000121819,nv
3.85E-06,3.14E-05,0.08842921,1.56E-05,0.014097821,0.8974188,3.34E-06,nv
0.012233759,0.030523615,0.6206886,0.003169836,0.027333736,0.30599374,5.67E-05,nv
0.000846628,0.001273272,0.17685069,0.02020616,0.006479514,0.7943066,3.71E-05,nv
0.000250718,0.009112329,0.005195318,0.000103896,0.020163445,0.965153,2.13E-05,nv
0.000183462,0.000107896,0.13415338,3.77E-05,0.001461208,0.8640506,5.61E-06,nv
1.80E-05,7.47E-05,0.01602071,0.000487653,0.002645397,0.9807508,2.66E-06,nv
0.000153057,2.99E-07,0.9987789,1.22E-08,0.000156329,0.000910731,7.19E-07,bkl
0.000820368,0.002522341,0.90437734,0.000733824,0.070314914,0.021207953,2.33E-05,mel
8.16E-07,0.000206599,0.000241952,7.37E-06,0.012419936,0.9871187,4.51E-06,nv
2.77E-05,3.79E-06,0.99887997,4.45E-06,0.000284284,0.000799751,5.16E-08,bkl
0.000114427,0.001502039,0.03420207,0.00413596,0.118798174,0.8203588,0.020888532,nv
7.86E-06,0.001504884,0.000209962,7.63E-05,0.000305908,0.99782676,6.84E-05,nv
7.91E-05,0.000220708,0.12718564,0.000199336,0.003243493,0.8690594,1.24E-05,nv
0.000126009,0.00040292,0.26600397,0.001316119,0.5693533,0.16278344,1.42E-05,mel
1.23E-06,0.000140182,0.005514747,0.000183799,0.000385461,0.9937722,2.45E-06,nv
0.007156329,0.7376951,0.24080846,0.000184431,0.000299628,0.013827838,2.83E-05,bcc
2.73E-07,0.00037203,4.99E-05,0.000104639,0.002889918,0.996564,1.92E-05,nv
2.27E-05,0.98286575,0.012735443,9.03E-06,0.000902868,0.003448095,1.61E-05,bcc
0.015671002,0.001559526,0.9507201,0.000446904,0.005665216,0.02589791,3.93E-05,bkl
0.000280342,0.00651388,0.7081862,0.004107981,0.2176275,0.06243006,0.000853981,nv
2.79E-06,0.00017448,0.000698951,0.000204457,0.020788575,0.97812474,6.07E-06,nv
1.48E-06,3.54E-05,9.68E-05,2.41E-05,0.00594189,0.99389005,1.03E-05,nv
0.000207104,0.000948831,0.53403753,0.004149654,0.001790056,0.4588486,1.82E-05,nv
0.00050913,0.001065531,0.044015996,0.002695022,0.8744445,0.07657631,0.000693597,mel
7.49E-06,0.001015271,0.003947642,0.003978577,0.00332947,0.9877024,1.91E-05,nv
5.50E-07,6.31E-06,0.000486452,0.000121908,0.019654747,0.9797279,2.03E-06,nv
2.63E-06,2.22E-06,0.9983303,0.000111582,1.21E-05,0.001540215,9.14E-07,bkl
0.000524558,0.001592809,0.9272752,9.27E-05,0.046181086,0.024288643,4.50E-05,mel
2.32E-06,3.82E-05,0.0025429,0.000111117,0.013874586,0.98342496,5.94E-06,nv
0.8100599,0.006485444,0.15280981,0.001655667,0.003706449,0.025238544,4.43E-05,akiec
0.004853987,0.001356815,0.9469882,0.000134218,0.03814323,0.008516772,6.82E-06,mel
0.001924411,0.001440682,0.07633735,0.070246994,0.004808613,0.8451778,6.41E-05,nv
5.31E-06,0.003277592,0.005343976,9.09E-05,0.000374057,0.9909066,1.46E-06,nv
0.0002371,0.000105079,0.05197134,0.000878737,0.003285817,0.9419789,0.001543094,nv
0.000976943,0.005599581,0.120776124,0.009098137,0.001636905,0.86188,3.24E-05,nv
0.000207715,3.30E-05,0.9163393,3.88E-06,0.0761335,0.007281842,6.72E-07,mel
1.27E-05,0.000679662,0.001387782,0.000179191,0.003722798,0.994017,8.43E-07,nv
0.9657363,0.004031849,0.029156556,0.000219223,0.000332805,0.00052062,2.62E-06,akiec
0.000657807,3.70E-05,0.93692917,0.000404234,0.001047632,0.060917567,6.69E-06,nv
0.000540308,0.000179902,0.82479984,6.75E-05,0.002117754,0.17228824,6.39E-06,nv
0.001653499,0.006954121,0.026951509,0.00331407,0.004747851,0.956334,4.50E-05,nv
0.000677569,0.12381483,0.000639295,0.003048219,0.001534714,0.87019044,9.49E-05,nv
0.006724991,0.00228539,0.62295914,0.002696419,0.005183957,0.35963005,0.000520009,nv
4.11E-05,0.002045293,0.007098541,0.000252171,0.005198362,0.98531413,5.04E-05,nv
0.000249678,7.11E-05,0.69902116,0.000481204,0.001133179,0.29903877,4.97E-06,nv
1.21E-06,2.02E-05,7.44E-05,3.21E-06,0.000817445,0.004581627,0.99450195,vasc
7.62E-06,0.000228665,0.000647597,4.29E-05,0.00012774,0.9989385,6.88E-06,nv
2.50E-07,1.10E-05,0.004999737,0.000209026,0.0271427,0.967633,4.20E-06,nv
6.37E-06,0.98525846,0.000919107,6.02E-06,0.001104043,0.012674396,3.17E-05,bcc
0.001181277,0.99437153,0.001190679,8.02E-05,0.000231544,0.002942147,2.56E-06,bcc
7.52E-05,0.00204741,0.007749718,0.026598742,0.013394022,0.9500883,4.67E-05,nv
5.73E-07,0.000189893,5.27E-05,0.000410356,0.000993107,0.998351,2.37E-06,nv
6.98E-10,6.02E-07,3.48E-08,2.67E-09,1.22E-05,1.12E-05,0.9999759,vasc
1.73E-05,0.000533756,0.00219264,0.04286101,0.000440717,0.9539432,1.15E-05,nv
9.53E-08,6.31E-05,5.31E-06,1.20E-05,8.80E-05,0.99982953,2.00E-06,nv
3.25E-05,1.21E-06,0.9991203,2.96E-07,7.84E-05,0.000767214,7.07E-08,bkl
7.32E-05,0.99967563,0.000184896,4.59E-06,1.62E-05,4.43E-05,1.01E-06,bcc
4.43E-06,0.000155234,0.029838584,0.00049366,0.008046302,0.96146035,1.45E-06,nv
2.77E-07,8.38E-06,0.001771556,7.10E-05,0.11807334,0.8800747,7.03E-07,mel
0.002732783,0.001626966,0.99001604,0.000243264,0.000667546,0.004703394,9.96E-06,bkl
0.000162094,0.000585377,0.6508692,8.03E-05,0.0636107,0.2846788,1.35E-05,nv
2.18E-06,0.000243038,0.003550103,0.000174865,0.000764514,0.99525696,8.37E-06,nv
0.000123466,0.000187598,0.4359749,3.08E-06,0.56103796,0.002672826,1.81E-07,mel
1.58E-06,1.80E-05,7.65E-05,5.63E-06,0.017923227,0.98066586,0.001309195,nv
0.000439536,0.000149521,0.41285616,0.002942094,0.000868711,0.5827349,9.14E-06,nv
5.63E-05,0.3926339,0.002728055,0.000233961,0.05163967,0.5524161,0.000292046,nv
7.82E-05,0.001220254,0.03826108,0.005900282,0.081804655,0.87271905,1.64E-05,nv
1.76E-05,2.96E-07,0.99631447,7.54E-08,0.000302654,0.003364582,2.93E-07,nv
0.0001241,0.000970657,0.053160254,0.018011464,0.012687818,0.9149939,5.19E-05,nv
2.40E-05,0.06152045,0.003852332,0.001002542,0.001695325,0.931811,9.45E-05,nv
1.54E-05,2.98E-06,0.9368854,0.000182056,5.63E-05,0.0628555,2.35E-06,nv
7.23E-05,0.001760455,2.92E-05,0.003729878,0.6950048,0.29936245,4.10E-05,mel
4.20E-08,8.02E-05,3.20E-05,2.89E-06,0.000738061,0.99914515,1.50E-06,nv
1.02E-05,0.000467026,0.9919674,0.002309243,0.002694653,0.002423672,0.000127871,nv
2.03E-05,0.014320005,0.002061323,0.002097746,0.34991935,0.6290912,0.002490062,nv
3.86E-05,0.000217554,0.7646493,0.000678921,0.040134326,0.19427234,8.93E-06,nv
0.00134739,0.011443418,0.22896057,0.28880054,0.001135529,0.4673634,0.000949144,nv
0.000107444,0.000220897,0.000714081,0.000983482,0.000709587,0.9972627,1.73E-06,nv
0.001265365,0.000170465,0.76792693,0.002629327,0.003963637,0.22396998,7.43E-05,nv
0.000146275,1.61E-05,0.9976259,2.23E-06,0.001403427,0.00080568,4.57E-07,bkl
1.75E-06,5.54E-05,0.001192045,1.56E-05,0.34561643,0.653085,3.38E-05,nv
3.09E-05,0.002246972,0.040016893,0.000706573,0.060877573,0.8961039,1.73E-05,nv
3.47E-06,0.003355278,0.000250169,0.001690785,0.003487706,0.9911957,1.70E-05,nv
9.63E-05,0.000108883,0.67624474,0.000685704,0.25695115,0.065890186,2.30E-05,mel
6.08E-05,0.000225617,0.75565565,5.21E-05,0.06509193,0.1789058,8.11E-06,mel
8.86E-08,0.00037237,3.26E-07,6.49E-07,0.9990357,0.000100986,0.000489901,mel
2.79E-05,0.000301912,0.00613688,0.00114272,0.010419874,0.98191166,5.91E-05,nv
3.28E-05,0.000162844,0.003630736,0.000528186,0.005094736,0.9905447,5.96E-06,nv
0.000224111,0.000142394,0.9919791,9.41E-05,4.36E-05,0.007510006,6.58E-06,bkl
1.77E-10,6.56E-09,2.94E-08,6.33E-10,5.81E-06,2.08E-05,0.9999733,vasc
0.056202028,0.010163269,0.9266343,0.000140918,0.005835129,0.001009833,1.46E-05,akiec
0.000105032,3.18E-05,0.99449545,1.06E-05,0.002681337,0.002675113,6.03E-07,bkl
0.09149007,0.003243274,0.8697984,0.016752267,0.010937786,0.007698289,7.99E-05,bkl
0.21099639,0.78507984,0.002250104,2.30E-05,0.00138943,0.000240668,2.04E-05,scc
0.006936713,0.054131687,0.5352594,0.000220859,0.010816043,0.3925609,7.44E-05,bkl
1.51E-05,0.000323222,0.02664057,0.000147218,0.010308175,0.96255875,7.03E-06,nv
2.28E-05,0.000214043,0.03242242,0.000545851,0.003655312,0.96313286,6.72E-06,nv
0.00035736,0.003683897,0.024796555,0.003795814,0.01894467,0.94841135,1.03E-05,nv
9.56E-06,0.000744937,0.000522567,0.00767528,0.000399144,0.99063057,1.79E-05,nv
0.000188069,0.001833374,0.097553566,0.000337557,0.05025763,0.8498274,2.46E-06,nv
4.84E-05,0.13488196,0.010878379,0.3378174,0.000594783,0.5152333,0.00054567,nv
4.34E-06,0.001810857,0.003874934,1.19E-05,0.00116524,0.993129,3.61E-06,nv
0.000393952,0.002626781,0.15431283,0.008017916,0.003424185,0.83113825,8.61E-05,nv
0.002268009,0.003794835,0.12192027,0.41554263,0.21072824,0.24461892,0.001127094,nv
3.04E-05,0.003640272,0.003558566,0.43349355,0.001178743,0.5580217,7.68E-05,nv
1.89E-05,8.55E-05,0.49243268,6.68E-05,0.002882233,0.50451005,3.74E-06,nv
0.000721815,0.000520586,0.07285062,0.006570858,0.6560715,0.2626707,0.000593941,nv
7.97E-05,0.000169463,0.010148026,0.001738061,0.002782993,0.9850721,9.71E-06,nv
1.71E-06,7.01E-05,0.00120618,2.42E-05,0.011206648,0.9874877,3.41E-06,nv
1.42E-05,1.52E-06,0.99966645,1.04E-06,2.36E-05,0.000292997,6.28E-08,bkl
0.008179357,0.005321333,0.19331422,0.001309415,0.012821533,0.77898175,7.23E-05,nv
5.28E-05,0.000119461,0.012967813,0.000183203,0.000541201,0.9861076,2.81E-05,nv
2.29E-05,0.000785224,0.019658582,0.00040978,0.575452,0.40362924,4.23E-05,mel
3.19E-06,4.55E-05,0.002774429,0.000234776,0.13897012,0.85797083,1.23E-06,nv
2.69E-05,0.000726655,0.010084762,0.055415746,0.009931319,0.92366916,0.000145495,nv
1.66E-05,0.000203904,0.006039404,5.31E-05,0.8420647,0.15149087,0.000131457,mel
0.00042019,0.001648838,0.8070847,2.87E-05,0.18515201,0.005664095,1.42E-06,mel
1.88E-05,0.000344244,0.00397564,0.00012877,0.015180047,0.980306,4.64E-05,nv
5.86E-06,0.000113129,0.001717059,0.021494363,0.000396279,0.9762656,7.80E-06,nv
5.21E-05,8.58E-05,0.10927238,0.000794904,0.002394335,0.8873964,4.17E-06,nv
0.000249451,0.014325028,0.007119701,0.09446836,0.013365727,0.87039334,7.84E-05,nv
3.66E-05,6.59E-05,0.13718858,0.002256992,0.004446975,0.85599804,6.86E-06,nv
0.000476707,0.000241706,0.9475102,5.63E-06,0.0501965,0.001568553,7.05E-07,mel
8.36E-05,0.000147136,0.99724674,1.92E-05,6.40E-05,0.002437878,1.52E-06,bkl
0.060648445,0.000139359,0.9358186,1.42E-05,0.002996632,0.000382248,4.37E-07,bkl
0.000299439,0.002587563,0.7850004,0.004277216,0.002910335,0.20485272,7.24E-05,nv
8.79E-05,0.99771416,0.00033518,2.87E-05,2.84E-05,0.001786499,1.91E-05,bcc
1.68E-07,2.11E-05,8.72E-06,0.000124088,0.00050018,0.9993358,9.87E-06,nv
2.07E-06,9.86E-06,0.006985543,5.74E-06,0.005749535,0.98724407,3.09E-06,nv
0.000323969,0.000431853,0.50245035,0.001020393,0.35525897,0.121063866,0.019450579,nv
1.25E-07,2.97E-05,1.69E-06,1.64E-07,0.00061158,0.00019221,0.99916446,vasc
0.000135594,4.94E-05,0.91055846,1.21E-05,0.003007256,0.08622909,8.18E-06,bkl
0.004529867,0.77326316,0.18031342,0.001574657,0.002756994,0.036167573,0.001394276,nv
0.000171984,0.002777498,0.6863562,0.016204003,0.044544756,0.24955256,0.000392945,nv
0.000209527,0.000241705,0.19997072,0.000193114,0.2721491,0.52694213,0.000293768,nv
1.13E-06,1.56E-06,0.014031146,1.28E-05,0.01672539,0.9692263,1.66E-06,nv
4.05E-05,0.000542439,0.003341738,4.81E-05,0.000982949,0.9950236,2.06E-05,nv
0.004762765,5.80E-05,0.8469108,0.000250369,0.004537356,0.1434643,1.64E-05,nv
0.002680548,0.001437935,0.33308116,0.002993672,0.005254973,0.654512,3.98E-05,nv
0.012872034,0.015621455,0.07624257,0.015790725,0.047969416,0.83140725,9.65E-05,mel
0.003450144,0.011270579,0.054969672,0.00217493,0.52320325,0.39990163,0.005029797,nv
9.01E-05,1.64E-05,0.9996221,1.85E-07,5.70E-05,0.000213601,5.99E-07,bkl
1.34E-06,0.000209243,9.60E-05,1.43E-05,0.000456305,0.9992161,6.76E-06,nv
0.000124069,1.30E-06,0.9993192,1.42E-07,1.02E-05,0.000544534,5.65E-07,bkl
8.82E-05,1.42E-05,0.9998228,1.67E-06,9.37E-06,6.36E-05,2.70E-07,bkl
7.55E-05,0.004340816,0.001808836,0.008858301,0.008328043,0.97658736,1.19E-06,nv
0.83491755,0.005729705,0.107494436,0.000740884,0.045748614,0.005301462,6.74E-05,akiec
1.35E-05,0.001443818,0.000759615,0.000829009,0.000654187,0.9962502,4.97E-05,nv
2.76E-06,0.000308897,5.23E-05,0.000102162,0.003185102,0.9963366,1.22E-05,nv
9.81E-06,0.002355871,0.003809177,0.000196716,0.000521565,0.99308515,2.16E-05,nv
2.48E-05,0.98153186,0.000599902,0.000102269,0.017662888,7.61E-05,2.23E-06,mel
0.003630952,0.00129263,0.9858031,0.001344989,0.000636864,0.007266745,2.47E-05,nv
8.79E-07,1.61E-05,4.37E-05,1.53E-05,0.001813773,0.9981084,1.92E-06,nv
0.000546936,0.000354064,0.9949255,0.000122891,0.002084693,0.00196449,1.41E-06,bkl
0.3804414,0.5823071,0.036652025,4.83E-05,0.000294708,0.000252807,3.70E-06,akiec
0.006028675,0.002322572,0.85840195,0.001800161,0.02633134,0.105072096,4.32E-05,bkl
0.17416881,0.000598257,0.81506616,1.71E-05,0.001322567,0.008822064,4.96E-06,bkl
8.99E-05,1.31E-05,0.9992268,4.41E-06,4.81E-05,0.000617652,1.25E-07,bkl
1.58E-07,1.53E-05,4.31E-05,0.000104453,2.61E-05,0.99981004,1.05E-06,nv
1.18E-05,0.017598476,0.010745987,3.00E-05,0.030067323,0.9414995,4.69E-05,nv
0.000202844,0.002665033,0.3244412,0.01890936,0.020393556,0.63121855,0.00216941,nv
7.10E-07,6.19E-05,2.72E-05,0.000953363,0.000112725,0.9988422,1.86E-06,nv
3.50E-06,0.000898857,0.001599568,1.13E-05,0.002564128,0.9949073,1.52E-05,nv
8.17E-05,0.001631446,0.23643208,0.000602443,0.008468458,0.7527759,8.01E-06,nv
1.02E-06,0.09954997,0.000111666,4.37E-06,0.009544191,0.8906785,0.000110249,nv
0.000121648,0.000466691,0.86937124,0.001746602,0.03383435,0.09444308,1.65E-05,bkl
1.20E-06,6.62E-05,0.000289942,0.000212474,0.000195624,0.9992336,9.50E-07,nv
0.000143589,0.046137173,0.036745913,0.002912187,0.00428595,0.9094816,0.000293604,nv
2.83E-06,0.000716337,0.000101006,0.001608506,0.000365027,0.9972017,4.67E-06,nv
0.000622684,1.25E-05,0.997256,5.74E-06,0.000463338,0.001634771,5.14E-06,bkl
0.015539274,0.7844027,0.19009121,0.000938337,0.00013652,0.008871607,2.04E-05,bcc
0.000129243,0.001531267,0.47127026,0.009802327,0.03132176,0.48573622,0.000208965,nv
0.000242506,0.059726164,0.011154593,0.020873338,0.001529466,0.90629584,0.000178164,nv
0.000916073,0.00021065,0.054742426,0.000272252,0.01275929,0.9310411,5.82E-05,nv
0.000146296,0.004128895,0.3533071,0.006150586,0.003348121,0.62972575,0.003193337,nv
0.000359373,0.00046651,0.5707062,0.000304971,0.09200448,0.33612216,3.64E-05,mel
8.54E-05,0.001456717,0.12539302,1.25E-05,0.035912495,0.8364776,0.000662175,nv
0.000161485,0.000257689,0.9257901,0.000128688,0.002611486,0.07104624,4.30E-06,nv
0.000763235,0.9860991,0.008526618,5.31E-05,0.001339475,0.003213018,5.54E-06,bcc
2.08E-05,0.002580444,0.009441185,0.00412934,0.001311546,0.98251003,6.59E-06,nv
1.29E-07,3.36E-06,1.12E-05,2.43E-05,0.00218784,0.9977725,7.01E-07,nv
1.05E-06,0.007446764,0.00022968,7.73E-05,0.000655884,0.9915814,8.00E-06,nv
3.37E-06,0.99977094,5.97E-05,7.32E-07,1.41E-05,0.000147127,4.13E-06,bcc
0.5714294,0.000973214,0.41492105,0.000229095,0.005648924,0.006788063,1.03E-05,akiec
4.46E-05,0.001740918,0.008443784,0.000287992,0.022380916,0.967077,2.48E-05,nv
1.20E-05,3.78E-06,0.005559942,2.57E-05,0.001072699,0.9933187,7.20E-06,nv
3.41E-07,0.000173119,0.00075399,6.94E-05,0.001898066,0.9971046,5.35E-07,nv
0.000276268,0.000290522,0.094721906,0.000253685,0.002169481,0.90228224,5.86E-06,nv
0.001940393,0.1625657,0.36912465,0.000180564,0.2918282,0.17432444,3.61E-05,mel
0.006263078,0.001919585,0.2705278,0.000984187,0.38427684,0.33590892,0.000119616,mel
0.003077654,8.98E-05,0.4878929,4.76E-05,0.09275887,0.41583714,0.000296178,nv
9.29E-05,6.43E-05,0.00125747,0.00027288,0.003486637,0.99479705,2.88E-05,nv
0.001392272,0.003822899,0.011618574,6.27E-05,7.54E-06,0.98268974,0.000406333,nv
7.05E-06,3.16E-06,0.004063671,6.07E-05,0.002218749,0.9936465,2.18E-07,nv
4.85E-05,0.000214733,0.01164859,0.005753218,0.001176449,0.98110056,5.79E-05,nv
0.000157138,0.001282019,0.019299442,0.014341116,0.01169222,0.95310754,0.0001206,nv
0.000669385,0.003031832,0.13619956,0.005607432,0.050323825,0.80409014,7.79E-05,nv
3.68E-05,0.000119354,0.99791163,1.15E-05,0.000277085,0.001643363,3.39E-07,bkl
4.03E-05,0.046665624,0.017041748,0.000103796,0.001969048,0.93411016,6.94E-05,nv
0.000100006,0.001366968,0.8523435,0.0005938,0.009188465,0.13640358,3.66E-06,nv
5.11E-05,0.000633779,0.004321625,0.11303603,0.002341857,0.8793545,0.000261175,nv
0.00045265,0.003000921,0.014434579,0.004322206,0.071933076,0.9058434,1.32E-05,nv
0.000184784,0.002698961,0.004031182,0.41730085,0.021602258,0.5500222,0.004159811,nv
1.08E-05,0.007718101,0.001053981,0.005518579,0.017980572,0.96765,6.80E-05,nv
2.14E-06,0.000227455,0.00214232,0.000964418,0.002807191,0.99385554,8.65E-07,nv
0.001199396,0.001253631,0.060575973,0.013418286,0.00163939,0.92182577,8.76E-05,nv
0.000117786,0.000118093,0.001712957,0.000300247,0.9640827,0.022481306,0.01118683,mel
6.71E-05,0.01166625,0.008058223,0.000381724,0.05530736,0.92448676,3.27E-05,nv
0.000451336,0.000207226,0.9981895,6.35E-06,0.000687037,0.000458194,3.31E-07,bkl
8.23E-07,0.003547557,7.27E-05,9.90E-06,0.000348589,0.9960199,5.21E-07,nv
0.000876891,0.001568838,0.9595745,7.82E-05,0.009987306,0.027910225,4.06E-06,nv
0.000181802,9.40E-05,0.97086966,5.58E-05,0.000818933,0.027964758,1.50E-05,nv
6.22E-06,0.9996661,0.000203334,1.29E-06,3.81E-05,8.33E-05,1.60E-06,bcc
0.000290892,0.00020559,0.12605217,0.000207539,0.002736457,0.8704885,1.89E-05,nv
2.62E-07,0.000411228,0.000295979,8.91E-05,0.002894419,0.8114405,0.18486856,nv
3.56E-05,0.021686362,0.88381517,6.41E-07,0.000859506,0.093601406,1.31E-06,bkl
0.004943834,0.71814775,0.27163386,0.000126728,0.000855173,0.004241911,5.07E-05,bcc
2.46E-05,0.006083577,0.003838769,3.94E-05,0.0009971,0.988993,2.35E-05,nv
1.19E-05,0.000285153,0.00076084,0.5441519,0.000299422,0.45446733,2.35E-05,nv
1.73E-05,0.09072576,0.003494095,0.000685469,0.000150925,0.90484685,7.95E-05,nv
2.01E-06,0.028483583,6.34E-05,1.03E-05,0.001455854,0.96997875,6.11E-06,nv
0.000118061,0.018655945,0.0415531,0.03022785,0.004219676,0.89738435,0.007841028,nv
0.001242377,7.34E-05,0.9235194,7.91E-06,0.001598657,0.073551916,6.43E-06,bkl
4.59E-06,0.000156266,0.000570533,0.000153208,0.001163701,0.9979381,1.35E-05,nv
6.29E-05,0.001331583,0.6986972,7.74E-05,0.0675189,0.23230699,5.00E-06,nv
0.000678826,0.001511467,0.13532305,0.001150616,0.007088153,0.8542312,1.68E-05,nv
0.543904,0.000506359,0.42983127,0.000109581,0.000850433,0.024795966,2.36E-06,scc
0.000427181,0.000289556,0.51178646,0.002437027,0.002307929,0.48265207,9.97E-05,nv
7.92E-09,1.44E-08,1.42E-08,0.99999475,6.24E-08,5.14E-06,3.86E-09,df
4.87E-05,0.007439668,0.000689009,0.012716257,0.016747365,0.9622754,8.36E-05,nv
3.38E-05,0.000845023,0.15434533,0.000732925,0.043099623,0.8009359,7.41E-06,nv
0.00014918,0.9932775,0.004622269,1.39E-05,0.00025714,0.001676105,4.03E-06,bcc
0.001043773,0.002699964,0.3270508,0.029367039,0.059528854,0.5801667,0.000142859,nv
3.30E-05,2.59E-05,0.9941022,6.74E-05,0.000865505,0.004902896,3.12E-06,bkl
0.000160462,7.71E-05,0.94604945,2.68E-05,0.0417364,0.011947859,1.89E-06,bkl
0.000562492,2.49E-05,0.02528717,0.001200618,0.000188642,0.97273093,5.20E-06,nv
0.009178525,0.005944191,0.45304734,0.015271362,0.4641799,0.052322943,5.57E-05,mel
5.85E-06,0.000227057,0.000448686,0.000224436,0.017882807,0.98120487,6.28E-06,nv
6.43E-06,2.96E-05,0.001063287,1.67E-05,0.017267657,0.981577,3.93E-05,nv
0.00042451,0.007804152,0.11788762,0.014590382,0.008478701,0.85078126,3.33E-05,nv
9.98E-05,0.00761505,0.005022536,0.000585045,0.004090962,0.98254883,3.79E-05,nv
0.001467987,0.011662477,0.019402632,0.005963003,0.002055696,0.95936894,7.93E-05,nv
0.000286794,0.005838784,0.15593727,0.2761619,0.003523753,0.5581154,0.00013605,nv
0.003109021,0.024160106,0.12185087,0.106651485,0.008325055,0.7347323,0.001171101,nv
4.64E-05,0.000110582,0.1732186,0.7975112,0.000331959,0.028550249,0.000231037,nv
2.63E-05,8.88E-06,0.7178013,1.92E-05,0.06035003,0.22179304,1.25E-06,nv
4.51E-06,8.53E-05,0.99922633,2.02E-06,0.000460178,0.000221485,2.93E-07,nv
1.75E-05,3.42E-05,0.38974044,3.92E-05,0.22262315,0.38753703,8.51E-06,mel
0.000669609,0.004158979,0.01215546,0.001684639,0.7412125,0.23992798,0.00019085,mel
3.85E-06,0.000505991,0.001556794,0.000101418,0.001814526,0.996011,6.34E-06,nv
1.17E-07,5.10E-06,1.27E-05,9.25E-07,0.000360475,0.000243883,0.9993767,vasc
0.000208453,0.000259498,0.16957004,0.000730832,0.001950912,0.8272758,4.49E-06,nv
0.002881944,0.009264342,0.039442427,0.007870946,0.18814069,0.75232416,7.54E-05,nv
1.41E-05,0.000673258,0.009585184,5.47E-06,0.016527727,0.9731924,1.88E-06,nv
0.000165051,8.44E-06,0.9988244,8.66E-07,0.000136632,0.000864019,5.07E-07,bkl
1.15E-05,0.004985708,0.06354796,0.000224354,0.06007163,0.8711361,2.27E-05,nv
0.000639845,0.001247688,0.044367768,0.01900584,0.001028588,0.93366826,4.21E-05,nv
3.63E-06,0.04729806,0.000201126,0.000338046,0.00225644,0.8883512,0.061551455,nv
0.00047816,0.91171175,0.018320747,4.23E-05,0.06661509,0.002828174,3.78E-06,mel
1.50E-05,0.000178967,0.003169832,0.000543281,0.012754339,0.98332906,9.53E-06,nv
0.001004904,0.002634383,0.99534047,1.94E-05,0.000412766,0.000586655,1.45E-06,bkl
0.000134968,0.003424046,0.007720889,0.017233655,0.027592942,0.9437056,0.000187894,nv
5.81E-05,0.011759343,0.2251408,0.000605935,0.11855712,0.64376,0.000118626,nv
0.000689152,0.000311884,0.9889065,1.15E-06,9.20E-05,0.009998022,1.16E-06,bkl
0.003160802,0.064708106,0.91142166,0.000742872,0.002694513,0.017179018,9.30E-05,bkl
